3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,2,0,2,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,2,0,2,0,2,0,3,3,3,3,0,2,0,2,0,2,0,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,2,0,2,0,2,0,3,3,3,3,0,2,0,2,0,2,0,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,2,0,2,0,2,0,3,3,3,3,0,2,0,2,0,2,0,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,2,0,3,3,3,3,0,0,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,3,0,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,2,0,3,3,3,3,0,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3

[event]
# to Underworld
type=event
location=96,6,2,1
activate=on_trigger
hotspot=location
intermap=maps/underworld.txt,18,77
soundfx=soundfx/environment/stairs.ogg,0,0
tooltip=Underworld

[event]
type=event
location=37,19,1,2
activate=on_trigger
intramap=17,20
soundfx=soundfx/powers/teleport.ogg,0,0

[event]
# floor spikes
type=event
location=91,93,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=93,91,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=93,93,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=89,85,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=89,83,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=89,81,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=91,81,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=93,85,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=95,85,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=95,83,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=95,81,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=95,79,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=84,77,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=82,77,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=82,79,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=82,81,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=84,85,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=82,85,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=80,85,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=78,79,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=78,81,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# floor spikes
type=event
location=78,83,1,1
activate=on_trigger
cooldown=3s
power=178
power_damage=1000

[event]
# secret bookshelf
type=event
location=30,29,1,1
activate=on_trigger
hotspot=location
intramap=99,92
msg=Upon touching the book, you are teleported to a strange room.
requires_not_status=emp_torture_barriers
requires_status=emp_torture_init,emp_torture_notes
soundfx=soundfx/powers/teleport.ogg,0,0
tooltip=Bookshelf

[event]
# unlock barriers
type=event
location=76,90,1,1
activate=on_trigger
hotspot=location
mapmod=object,76,90,166;object,9,16,0;object,10,16,0;object,9,19,0;object,10,19,0;object,8,17,0;object,8,18,0;object,11,17,0;object,11,18,0;collision,9,16,0;collision,10,16,0;collision,9,19,0;collision,10,19,0;collision,8,17,0;collision,8,18,0;collision,11,17,0;collision,11,18,0;object,8,27,0;object,9,27,0;object,10,27,0;object,11,27,0;object,8,32,0;object,9,32,0;object,10,32,0;object,11,32,0;object,7,28,0;object,7,29,0;object,7,30,0;object,7,31,0;object,12,28,0;object,12,29,0;object,12,30,0;object,12,31,0;collision,8,27,0;collision,9,27,0;collision,10,27,0;collision,11,27,0;collision,8,32,0;collision,9,32,0;collision,10,32,0;collision,11,32,0;collision,7,28,0;collision,7,29,0;collision,7,30,0;collision,7,31,0;collision,12,28,0;collision,12,29,0;collision,12,30,0;collision,12,31,0;object,9,40,0;object,10,40,0;object,9,43,0;object,10,43,0;object,8,41,0;object,8,42,0;object,11,41,0;object,11,42,0;collision,9,40,0;collision,10,40,0;collision,9,43,0;collision,10,43,0;collision,8,41,0;collision,8,42,0;collision,11,41,0;collision,11,42,0;object,25,66,0;object,26,66,0;collision,25,66,0;collision,26,66,0;object,33,66,0;object,34,66,0;collision,33,66,0;collision,34,66,0;object,40,59,0;object,40,60,0;collision,40,59,0;collision,40,60,0;object,40,51,0;object,40,52,0;collision,40,51,0;collision,40,52,0;object,27,43,0;object,27,44,0;collision,27,43,0;collision,27,44,0;object,27,35,0;object,27,36,0;collision,27,35,0;collision,27,36,0;object,49,42,0;object,50,42,0;collision,49,42,0;collision,50,42,0;object,61,42,0;object,62,42,0;collision,61,42,0;collision,62,42,0;object,72,39,0;object,72,40,0;collision,72,39,0;collision,72,40,0;object,67,27,0;object,67,28,0;collision,67,27,0;collision,67,28,0;object,72,23,0;object,72,24,0;collision,72,23,0;collision,72,24,0;object,67,11,0;object,67,12,0;collision,67,11,0;collision,67,12,0;object,73,9,0;object,74,9,0;collision,73,9,0;collision,74,9,0;object,81,14,0;object,82,14,0;collision,81,14,0;collision,82,14,0;background,74,91,63
msg=The warden's notes vanish!
remove_item=1024
repeat=false
requires_not_status=emp_torture_barriers
set_status=emp_torture_barriers
soundfx=soundfx/door_open.ogg
tooltip=Switch
unset_status=emp_torture_notes

[event]
# open door
type=event
location=34,30,1,1
activate=on_trigger
hotspot=location
mapmod=object,34,30,166;collision,37,31,0;collision,38,31,0;collision,37,32,0;collision,38,32,0;object,38,31,0;object,38,32,0;object,38,30,209;object,38,33,223
repeat=false
requires_not_status=emp_torture_door
set_status=emp_torture_door
soundfx=soundfx/door_open.ogg
tooltip=Switch

[event]
# Wind sound
type=event
location=0,0,1,1
activate=on_load
soundfx=soundfx/environment/cave_wind_loop.ogg

[event]
# brazier sound effect
type=event
location=15,14,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=4,14,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=4,45,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=15,45,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=94,6,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# Warden's Crate
type=event
location=28,31,1,1
activate=on_trigger
hotspot=location
loot=1024,fixed,1
mapmod=object,28,31,163
repeat=false
requires_not_status=emp_torture_notes
requires_status=emp_torture_init
soundfx=soundfx/wood_open.ogg
tooltip=Warden's Crate

[event]
# Warden's Crate (on_load)
type=event
location=23,28,1,1
activate=on_load
mapmod=object,28,31,163
repeat=false
requires_status=emp_torture_notes

[event]
# unlock barriers (on_load)
type=event
location=76,94,1,1
activate=on_load
mapmod=object,76,90,166;object,9,16,0;object,10,16,0;object,9,19,0;object,10,19,0;object,8,17,0;object,8,18,0;object,11,17,0;object,11,18,0;collision,9,16,0;collision,10,16,0;collision,9,19,0;collision,10,19,0;collision,8,17,0;collision,8,18,0;collision,11,17,0;collision,11,18,0;object,8,27,0;object,9,27,0;object,10,27,0;object,11,27,0;object,8,32,0;object,9,32,0;object,10,32,0;object,11,32,0;object,7,28,0;object,7,29,0;object,7,30,0;object,7,31,0;object,12,28,0;object,12,29,0;object,12,30,0;object,12,31,0;collision,8,27,0;collision,9,27,0;collision,10,27,0;collision,11,27,0;collision,8,32,0;collision,9,32,0;collision,10,32,0;collision,11,32,0;collision,7,28,0;collision,7,29,0;collision,7,30,0;collision,7,31,0;collision,12,28,0;collision,12,29,0;collision,12,30,0;collision,12,31,0;object,9,40,0;object,10,40,0;object,9,43,0;object,10,43,0;object,8,41,0;object,8,42,0;object,11,41,0;object,11,42,0;collision,9,40,0;collision,10,40,0;collision,9,43,0;collision,10,43,0;collision,8,41,0;collision,8,42,0;collision,11,41,0;collision,11,42,0;object,25,66,0;object,26,66,0;collision,25,66,0;collision,26,66,0;object,33,66,0;object,34,66,0;collision,33,66,0;collision,34,66,0;object,40,59,0;object,40,60,0;collision,40,59,0;collision,40,60,0;object,40,51,0;object,40,52,0;collision,40,51,0;collision,40,52,0;object,27,43,0;object,27,44,0;collision,27,43,0;collision,27,44,0;object,27,35,0;object,27,36,0;collision,27,35,0;collision,27,36,0;object,49,42,0;object,50,42,0;collision,49,42,0;collision,50,42,0;object,61,42,0;object,62,42,0;collision,61,42,0;collision,62,42,0;object,72,39,0;object,72,40,0;collision,72,39,0;collision,72,40,0;object,67,27,0;object,67,28,0;collision,67,27,0;collision,67,28,0;object,72,23,0;object,72,24,0;collision,72,23,0;collision,72,24,0;object,67,11,0;object,67,12,0;collision,67,11,0;collision,67,12,0;object,73,9,0;object,74,9,0;collision,73,9,0;collision,74,9,0;object,81,14,0;object,82,14,0;collision,81,14,0;collision,82,14,0;background,74,91,63
repeat=false
requires_status=emp_torture_barriers

[event]
# open door (on_load)
type=event
location=33,25,1,1
activate=on_load
mapmod=object,34,30,166;collision,37,31,0;collision,38,31,0;collision,37,32,0;collision,38,32,0;object,38,31,0;object,38,32,0;object,38,30,209;object,38,33,223
repeat=false
requires_status=emp_torture_door

[event]
# Treasure Chest
type=event
location=10,17,1,1
activate=on_trigger
hotspot=location
loot=loot/level_14.txt
loot_count=4,5
mapmod=object,10,17,160
repeat=false
requires_status=emp_torture_barriers
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# Treasure Chest
type=event
location=9,42,1,1
activate=on_trigger
hotspot=location
loot=loot/level_14.txt
loot_count=4,5
mapmod=object,9,42,161
repeat=false
requires_status=emp_torture_barriers
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# start quest
type=event
location=17,20,1,1
activate=on_trigger
msg=Quest added.
requires_not_status=emp_torture_init,emp_torture_finish
set_status=emp_torture_init

[event]
# post-trap save
type=event
location=78,88,1,1
activate=on_trigger
mapmod=collision,78,87,3;background,78,87,50;background,79,87,0
repeat=false
requires_not_status=emp_torture_traps
save_game=true
set_status=emp_torture_traps
soundfx=soundfx/door_open.ogg

[event]
# post-trap (on_load)
type=event
location=81,89,1,1
activate=on_load
mapmod=collision,78,87,3;background,78,87,50;background,79,87,0
repeat=false
requires_status=emp_torture_traps

[event]
# return to main map (quest)
type=event
location=74,91,1,1
activate=on_trigger
intramap=17,20
requires_not_status=emp_torture_finish
requires_status=emp_torture_barriers
reward_xp=51200
set_status=emp_torture_finish
soundfx=soundfx/powers/teleport.ogg,0,0
unset_status=emp_torture_init

[event]
# return to main map
type=event
location=74,91,1,1
activate=on_trigger
intramap=17,20
requires_status=emp_torture_finish
soundfx=soundfx/powers/teleport.ogg,0,0

[event]
# Warden's Crate (on_load)
type=event
location=23,27,1,1
activate=on_load
mapmod=object,28,31,163
repeat=false
requires_status=emp_torture_finish

[event]
# reset if quest is broken
type=event
location=2,0,1,1
activate=on_load
requires_not_status=emp_torture_barriers
requires_status=emp_torture_finish
script=scripts/reset_torture.txt

[enemy]
type=enemy
location=80,15,4,3
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=72,6,4,3
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=2
wander_radius=2

[enemy]
type=enemy
location=64,10,3,4
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=2
wander_radius=2

[enemy]
type=enemy
location=73,22,3,4
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=64,26,3,4
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=73,38,3,4
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=2
wander_radius=2

[enemy]
type=enemy
location=60,43,4,3
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=48,43,4,3
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=24,34,3,4
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=2
wander_radius=2

[enemy]
type=enemy
location=24,42,3,4
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=41,50,3,4
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=41,58,3,4
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=32,67,4,3
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=2
wander_radius=2

[enemy]
type=enemy
location=24,67,4,3
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=2

[enemy]
type=enemy
location=9,41,2,2
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=1

[enemy]
type=enemy
location=9,17,2,2
category=dungeon
invincible_requires_not_status=emp_torture_barriers
level=14
number=1
wander_radius=1

[enemy]
type=enemy
location=40,18,16,16
category=dungeon
level=14
number=5

[enemy]
type=enemy
location=8,54,16,4
category=dungeon
level=14
number=2

[enemy]
type=enemy
location=20,58,20,8
category=dungeon
level=14
number=3

[enemy]
type=enemy
location=28,33,12,17
category=dungeon
level=14
number=3

[enemy]
type=enemy
location=9,29,1,1
category=vohn
invincible_requires_not_status=emp_torture_barriers
level=15
number=1

